"category_1","category_2","category_3","description"
"8","0","0","O documentário acompanha a história de felinos de espécies diferentes (leão e guepardo) enfrentando todos os perigos das savanas para manter-se vivos e unidos. Mara é filha de uma leoa ferida, Sita é uma guepardo fêmea, mãe de cinco filhotinhos e Kali é um leão banido que tenta retornar para o seu lar com suas crias."
"5","14","0","Sondra Pransky (Scarlett Johansson) é uma estudante de jornalismo que está visitando alguns amigos em Londres. Ela vai ao show de mágica de Sidney Waterman (Woody Allen), que a chama ao palco para fazer o truque de desmaterialização. Sondra entra em uma caixa mas, enquanto o truque acontece, surge para ela o espírito do repórter Joe Strombel (Ian McShane), morto recentemente, que lhe oferece um grande furo: a identidade do assassino do tarô. Ele diz a Sondra que o assassino é Peter Lyman (Hugh Jackman), um aristocrata inglês. Sondra e Sid decidem investigar Lyman, mas ela acaba se apaixonado por ele."
"1","7","3","Um grupo de amigos volta para casa após uma semana de acampamento, e descobre que sua cidade foi invadida por inimigos desconhecidos. Uma guerra ocorre em seu país, e seus pais são aprisionados. Agora, sozinhos, eles precisam descobrir o que aconteceu com sua nação, enquanto lutam para sobreviver."
"5","14","0","Peter Klaven (Paul Rudd) é noivo de Zooey (Rashida Jones), a mulher dos seus sonhos. Ao organizar a cerimônia de casamento ele percebe que não tem qualquer amigo mais íntimo o qual possa convidar para ser seu padrinho. Decidido a resolver a situação, ele passa a encontrar vários homens na tentativa de ter uma verdadeira amizade. É assim que conhece Sydney Fife (Jason Segel), com quem se identifica. Eles cada vez se tornam mais amigos, até que esta situação coloca em risco o próprio noivado de Peter."
"1","5","13","Elmo McElroy (Samuel L. Jackson) é um químico que descobriu uma nova droga que promete revolucionar o mercado do tráfico: a Formula 51. Para negociá-la ele parte rumo a Liverpool ao lado de Felix DeSouza (Robert Carlyle), um traficante de drogas. Porém ambos terão que enfrentar Dakota Phillips (Emily Mortimer), uma matadora de aluguel, que está atrás da droga."
"5","0","0","A candidatura do secretário principal do partido da oposição, Enrico Oliveri (Toni Servillo), não esta indo tão bem quanto planejada. Uma noite, após um debate, ele desaparece. Seu assessor e sua esposa dão início a uma busca sobre o porquê do desaparecimento e se mais alguém esta envolvido nessa história. De repente, o secretário reaparece, agindo de forma diferente. Suas atitudes surpreendem a todos e fazem a cotação do partido subir. Tudo vai bem até que alguém resolve segui-lo."
"7","0","0","Início dos anos 1980. Estela (Clara Gallo) é uma adolescente que vive os conflitos típicos da idade, de identidade, amizade e amor. Ela tem um ídolo, o tio Carlos (Caio Blat), jornalista musical que vive nos Estados Unidos. E o maior sonho da menina é visitá-lo na Califórnia, durante as férias. Os planos dela vão por água abaixo, no entanto, quando ela descobre que é ele quem está voltando para o Brasil, magro, debilitado por consequência de uma doença sobre a qual a medicina apenas começava a se debruçar."
"7","0","0","China, durante a Revolução Cultural implementada por Mao Tsé Tung. Aos 11 anos Lin Cunxin (Wen Bing Huang/Chengwu Guo/Chi Cao) foi escolhido para deixar sua família de camponeses e estudar balé em Pequim. Em 1979, durante uma visita ao Texas, nos Estados Unidos, ele se apaixona por uma mulher local. Dois anos depois, ele se torna o principal dançarino do Houston Ballet e também o principal artista do Australian Ballet."
"7","0","0","Ben (John Lithgow) e George (Alfred Molina) formam um casal há quatro décadas. Quando finalmente decidem se casar, a cerimônia é aprovada por amigos e familiares, mas acaba levando George a perder o seu emprego. Sem dinheiro, os dois são obrigados a viver separadamente até conseguirem vender a casa e comprar outra, mais barata. A nova vida em lares provisórios torna-se bastante desgastante para o casal e para os amigos envolvidos."
"7","0","0","Los Angeles. Duas jovens da classe rica, Allison (Anne Hathaway) e Emily (Bijou Phillips), estão entediadas com a vida livre de preocupações que levam. Elas são influenciadas pelo estilo hip hop das gangues, por já terem ido antes na parte leste da cidade (a mais pobre), onde se concentram os pequenos traficantes (basicamente hispânicos). Elas voltam à região para conversar com membros da gangue da rua 16, pois querem fazer parte dela. Porém elas não poderiam imaginar quais seriam as conseqüências deste ato."
"13","0","0","Três homens armados dominam um pequeno restaurante com o intuito de realizar um assalto comum. Entretanto, o que eles não esperavam é que o lugar, na verdade, servia de fachada para as atividades da máfia. Agora, o que era pra ser mais um crime corriqueiro transformou-se em uma situação complicada envolvendo reféns."
"5","14","0","Holden (Edward Norton) e Skylar (Drew Barrymore) estão apaixonados. Skylar vive em Manhattan com sua grande família, onde Bob (Alan Alda) e Steffi (Goldie Hawn), seus pais, estão casados há muitos anos. Joe (Woody Allen), um amigo da família, tem uma filha, DJ (Natasha Lyonne), com Steffi. Após outra relação fracassada, Joe está sozinho outra vez. Ele voa para Veneza e lá conhece Von (Julia Roberts), a quem faz acreditar que ele é o homem de sua vida. Mas a felicidade de Joe é passageira, pois após algum tempo depois Von volta para seu marido. Enquanto isso, Steffi dedica parte do seu tempo para obras de caridade e consegue fazer com que Holden e Skylar rompam a relação ao apresentá-los Charles Ferry (Tim Roth), um detento recém-libertado."
"7","0","0","Lúcia (Andréia Beltrão) é uma viúva de classe média que sonha em tirar o filho Rafael (Lee Thalor), de 18 anos, da prisão. Em suas frequentes visitas à penitenciária ela conhece Ruiva (Denise Weinberg), advogada do Professor (Bruno Perillo), líder do Comando. As duas ficam amigas e logo Lúcia é usada em missões ligadas à organização criminosa. Precisando do dinheiro, ela aceita realizar as tarefas. Paralelamente o Comando passa por uma luta interna pelo poder, ampliada pelo confronto dos prisioneiros com o sistema carcerário. Quando o governo decide transferir, de uma só vez, centenas de presos para penitenciárias de segurança máxima no interior do estado, o Comando envia a ordem para que seus integrantes realizem uma série de ataques em pleno Dia das Mães, deixando a cidade de São Paulo sitiada."
"9","5","0","Ace recebe uma herança do seu avô da Transylvania: um cachorro. O garoto logo descobre que o animal é um vampiro e fala português. Um cientista maluco e sua cientista tentam capturar o cão para desenvolver uma nova tecnologia, mas Ace e seu novo amigo descobrem que, juntos, são imbatíveis."
"0","0","0","Na Inglaterra do século XVI, Henrique VIII (Robert Shaw) planeja se separar de sua primeira esposa para se casar com Ana Bolena (Vanessa Redgrave), mas não recebe a aprovação de Thomas More (Paul Scofield), um fervoroso católico que se tornou Lord Chanceler, um altíssimo posto que ele preferiu renunciar a trair suas convicções. Entretanto, a importância de Sir Thomas é tão grande que mesmo após sua renúncia o rei continua lhe perseguindo. Até que surgem 'provas' que o incriminam como alta traição, um crime punido com a morte."
"13","1","0","Los Angeles. Um ex-segurança presidencial, Joseph Cornelius 'Joe' Hallenbeck (Bruce Willis), que já salvou a vida do chefe da nação, é agora um mero detetive particular. Ele é contratado por Cory (Halle Berry), uma 'dançarina exótica' que se vê ameaçada. Quem passou o serviço para Hallenbeck foi Mike Matthews (Bruce McGill), outro detetive particular, que estava transando com a mulher de Joe, Sarah (Chelsea Field). Mike sabia que este serviço era bem mais complicado do que aparentava e Hallenbeck provavelmente seria morto logo, o que o deixaria com caminho livre para estar com Sarah. Mas é Matthews que acaba sendo morto e logo depois Cory é metralhada no meio da rua. O namorado dela, James Alexander 'Jimmy' Dix (Damon Wayans), um ex-astro do futebol americano que foi expulso da liga por usar substâncias ilícitas, após a morte dela se une a Joe para investigar por qual motivo ela foi morta. Logo eles descobrem que podem ser as próximas vítimas, pois há um grande esquema de corrupção entre a política e o futebol americano."
"15","10","0","Em Tóquio uma casa comum oculta o pavor que nela há, pois quando alguém morre em um momento de terror nasce uma maldição, que não perdoa nem esquece e faz as pessoas morrerem vitimadas por uma poderosa ira. Neste contexto surge a estudante americana Karen Davis (Sarah Michelle Gellar), que, desconhecendo a maldição, está no Japão em um intercâmbio cultural. Karen é voluntária do Centro Social de Apoio, pois isto conta crédito para sua formatura na faculdade. Ela inocentemente concorda em substituir uma assistente social que não foi trabalhar, sem saber que ela na verdade foi vítima da maldição. Karen vai até a casa amaldiçoada para cuidar de Emma Williams (Grace Zabriskie), que tem uma letargia grave associada a leve demência, o que a faz ficar dormindo quase todo o dia. Ao chegar vê Emma em um estado catatônico, enquanto o resto da casa parece estar abandonado e desordenado. Enquanto cuidava de Emma, Karen ouve estranhos sons na parte de cima da casa. Ao investigar ela se defronta com algo tão apavorante que seria incapaz de imaginar, pois dentro da casa há uma sucessão de fatos apavorantes que são o resultado de algo terrivelmente maléfico, que surgiu de forma horrenda anos atrás. Como mais pessoas morrem, Karen é envolvida no ciclo de horror e aprende o segredo da maldição vingativa, que criou raízes nesta casa. Agora ela tenta parar isto antes que seja muito tarde, mas por mais que ela aprenda sobre a maldição e suas origens a força maléfica que Karen enfrenta é algo que ela ainda não dimensionou."
"7","0","0","A juíza Florence Baque (Catherine Deneuve) conhece Malony (Rod Paradot) quando tinha apenas seis anos, devido à negligência de sua mãe (Sara Forestier) em cuidá-lo. Os anos passam e Malony torna-se um jovem delinquente, que rouba carros e agride as pessoas à sua volta, tanto verbalmente quanto fisicamente. Diante da situação, a juíza o encaminha para um centro de recuperação de delinquentes juvenis e ele passa a ter Yann (Benoît Magimel) como tutor. Obrigado a seguir as novas regras, Malony faz o possível para manter sua liberdade e intransigência."
"5","14","7","Em Nova York vive Charlie Lang (Nicolas Cage), um policial que divide US$ 4 milhões com Yvonne Biasi (Bridget Fonda), uma garçonete, pois tinha prometido como 'gorjeta' caso ganhasse na loteria. Entretanto Muriel Lang (Rosie Perez), sua mulher, não concorda com a doação e leva o caso aos tribunais."
"5","13","0","Willie (Morgan Freeman), Joe (Michael Caine) e Albert (Alan Arkin) são amigos há décadas. Eles levam uma vida pacata, mas sofrem com problemas financeiros. Quando Willie testemunha o assalto milionário a um banco, decide chamar Joe e Albert para elaborarem o seu próprio assalto. É a vez de os idosos se rebelarem contra a exploração dos bancos."
"15","7","0","Carrie White (Angela Bettis) é uma adolescente solitária. Ela sofre constantemente com os abusos da mãe, uma mulher religiosa, e dos colegas da sua escola. Aos poucos, a garota vai perdendo a sanidade mental, até que descobre os seus poderes telecinéticos. A noite da formatura do colégio está chegando e tudo pode acontecer."
"1","0","0","Kurt Sloan (Jean-Claude Van Damme)  é um vagabundo para o irmão dele, Eric Sloan (Dennis Alexio), um campeão de kickboxing dos EUA. Kurt testemunha seu irmão ser paralisado no ring injustamente pelo campeão tailandês Tong Po (Michel Qissi) e jura vingança. Com a ajuda de Xion (Dennis Chan), um treinado de kickboxing que vive em uma área remota da Tailândia, Kurt treina e se prepara para a luta da sua vida."
"2","5","9","O Natal está chegando e Fiona (Cameron Diaz) está empolgada para passar seu primeiro Natal com Shrek (Mike Meyers) e seus filhos. O problema é que Shrek não tem ideia de como se comemora essa data. Ele, então, compra um livro para ajudá-lo. Tudo corre bem com os preparativos até que Burro (Eddie Murphy) e os outros personagens aparecem em sua casa para a festa de Natal."
"7","4","0","Edie Sedgwick (Sienna Miller) é uma modelo rica, bela e ambiciosa, que tem sua vida alterada após conhecer Andy Warhol (Guy Pearce), o mais famoso artista plástico de Nova York. Edie passa a frequentar o estúdio de Warhol, onde músicos, artistas e atores se encontram durante o dia para criar arte e à noite para se divertir. Aproveitando a proximidade com Warhol, Edie lhe pede que dê uma ajuda a Danny Quinn (Hayden Christensen), um talentoso músico. Quinn, por sua vez, deseja que Edie se afaste de Warhol, acusando-o de usá-la em seus filmes sem lhe pagar algo."
"7","0","0","Uma comunidade rural é abalada por um trágico acontecimento que desestrutorou a vida de uma família. Cuidando do filho de dois anos a pedido da esposa Christal, Randy Simpkins (Dean Cain) se distrai por um momento e o menino desaparece. Ele fica atormentado com a culpa e lidera uma busca desesperada pela criança. Filme inspirado em uma história real."
"15","0","0","Após oito anos, o garoto que era perseguido pelo boneco assassino se tornou um adolescente matriculado em uma academia militar. A companhia que fabricou o brinquedo acredita que, depois de todo este tempo, a má publicidade em virtude dos trágicos acontecimentos tinha acabado. Assim, ela fabrica o terrível boneco outra vez usando o material antigo, o que faz com que mais uma vez o espírito do serial killer volta a vida. Porém, ao procurar seu antigo dono, o boneco cai nas mãos de um outro garoto. Diante deste quadro, o demoníaco brinquedo considera muito mais fácil transferir sua alma para esta inocente criança, mas o antigo dono sabe que o espírito do assassino está vivo outra vez e pretende fazer algo para detê-lo."
"9","10","7","Cassandra Nightingale (Catherine Bell) acaba de se mudar para uma casa assombrada de uma pequena cidade. Ela abre uma loja de produtos de ocultismo e logo todos os moradores da região começam a acreditar que é uma bruxa. Após ajudar o filho do chefe de polícia, Cassie fica amiga de Jake Russell (Chris Potter) e ele fica interessado pela mulher. Mas os segredos do seu passado vão ser revelados pelo policial Derek Sanders..."
"6","4","0","Bob Dylan (Christian Bale / Cate Blanchett / Heath Ledger / Marcus Carl Franklin / Richard Gere / Ben Whishaw), ícone musical, poeta e porta-voz de uma geração. Sempre viveu em constante mutação ao longo da vida, especialmente durante os anos 60. Musicalmente, fisicamente, psicologicamente, as alterações do seu personagem público dialogaram com acontecimentos sociais e ocasionaram múltiplas repercussões culturais. De jovem menestrel a profeta folk, de poeta moderno a roqueiro, de ícone da contracultura a cristão renascido, de caubói solitário a popstar."
"15","0","0","Michael Myers (Tony Moran) é um psicopata que vive em uma instituição há 15 anos, desde quando matou sua própria irmã. Porém, ele consegue fugir de seu cativeiro e retorna à sua cidade natal para continuar seus crimes na localidade que, aterrorizada, ainda se lembra dele."
"7","0","0","Suíça. Simon (Kacey Mottet Klein) é um garoto de 12 anos que comete pequenos roubos em uma estação de esqui. Ele mora com a irmã, Louise (Léa Seydoux), e vende os produtos roubados para vizinhos do conjunto habitacional em que vive. Quando Louise perde o emprego, ela passa a depender dos ganhos do irmão. Só que o tempo passa e ela, sem perceber, fica cada vez mais dependente dele."
"7","0","0","Pensando no Prêmio Pulitzer e na possibilidade de derrubar um presidente, a colunista política de Washington D.C Rachel Armstrong (Kate Beckinsale) escreve que o Presidente ignorou as descobertas de uma operação secreta da CIA ao ordenar ataques aéreos contra Venezuela. Rachel nomeia a agente Erica Van Doren (Vera Farmiga), uma mulher cuja filha mais nova estuda na mesma turma do filho de Rachel. O governo logo pressiona Rachel a dizer quem foi a sua fonte. Ela é detida por desobediência quando se recusa. Ela não vai mudar de idéia e os dias vão se acumulando. Da mesma forma, o caos domina a vida de Van Doren. A Primeira Emenda versus a segurança nacional, casamento e maternidade versus separação. Qual é o valor de um princípio?"
"3","7","0","Pedro Bala (Jean Luís Amorim), Professor (Robério Lima), Gato (Paulo Abade), Sem Pernas (Israel Gouvêa) e Boa Vida (Jordan Mateus) são adolescentes abandonados por suas famílias, que crescem nas ruas de Salvador e vivem em comunidade no Trapiche junto com outros jovens de idade semelhante. Eles praticam uma série de assaltos, o que faz com que sejam constantemente perseguidos pela polícia. Um dia Professor conhece Dora (Ana Graciela) e seu irmão Zé Fuinha (Felipe Duarte), que também vivem nas ruas. Ele os leva até o Trapiche, o que desencadeia a excitação dos demais garotos, que não estão acostumados à presença de uma mulher no local. Pedro consegue acalmar a situação e permite que Dora e o irmão fiquem por algum tempo. Só que, aos poucos, nasce o afeto entre o líder dos Capitães da Areia e a jovem que acabou de integrar o bando."
"1","9","7","Após a morte do seu pai, o jogador de Lacrosse Conor Sullivan (Kellan Lutz) entra em estado de negação e choque, agindo de forma autodestrutiva e preocupando profundamente sua mãe. Durante um treinamento esportivo com o sargento Duke Wayne, Conor vai descobrir o verdadeiro significado do esporte e da vida."
"11","1","0","Ex-soldado (Christopher Lambert) enviado a prisão subterrânea de segurança máxima. Ao descobrir que a vida de sua mulher corre perigo, nem o avançado computador que controla a prisão nem o cruel diretor serão capazes de detê-lo."
"1","11","0","O assassino de policiais Carl Lucas (Luke Goss), mais conhecido como Frankenstein, é um astro do volante que participa de uma disputa brutal de carros conhecida como corrida mortal. Após vencer quatro corridas, ele precisa de apenas mais uma vitória para enfim conseguir a sonhada liberdade. O problema é que ele e sua equipe são transferidos para outra prisão, onde precisam competir em uma corrida mortal no deserto."
"3","1","0","Jack Colton (Michael Douglas) e Joan Wilder (Kathleen Turner) levam uma vida tranquila a bordo de seu iate, mas começam a se cansar desta situação. Decidida a sair da rotina, Joan aceita o convite de um sheik para visitar seu país, localizado na África. Só que, ao chegar, ela é sequestrada e passa a se envolver na busca por uma preciosa jóia. Ao saber do sumiço de Joan, Jack parte em seu resgate ao lado de Ralph (Danny DeVito)."
"3","9","0","Jesse (Jason James Richter) é um menino que perdeu os pais muito cedo. Ele costumava saltar de orfanato em orfanato, até que passou a viver nas ruas. Numa noite, ele e seu amigo Perry (Michael Bacall) são flagrados pelo policial Dwight (Mykel T. Williamson) pixando um parque local. Apesar da situação, o agente de policia simpatiza com Jesse e o apresenta para Glen e Annie Greenwood (Michael Madsen e Jayne Atkinson) que irão adotar o garoto. Parte da punição por sua pequena infração envolve limpar a sujeira que ele fez no parque e é lá que Jesse conhece Willy, uma orca que está sendo treinada para ser a atração especial do local. No entanto, Willy não responde bem ao adestramento. Ela foi roubada de sua família por um pescador mercenário e ainda está traumatizada. Jesse e Willy desenvolvem uma estreita ligação emocional. Só que o dono do parque não está satisfeito com o desempenho de Willy e calcula que a orca vale mais viva do que morta. A partir daí Jesse fará de tudo para salvar o animal e devolvê-lo para o oceano."
"5","0","0","Boris Pochenko (Timothy Dalton) é um ditador europeu que está em busca de uma professora para seus filhos. O homem ranzinza contrata Joy Miller (Fran Drescher) pensando que ela ensina ciências. Porém, a jovem é uma cabelereira que imagina ter sido contrada como esteticista. Entre as confusões causadas, surpreendentemente nasce um amor."
"13","0","0","XXXX (Daniel Craig) fez fortuna negociando cocaína e ecstasy como se fosse um produto qualquer, sem jamais precisar sujar suas mãos ou perder seu anonimato. Ainda jovem, ele pensa em se aposentar para poder aproveitar o dinheiro que já ganhou. Entretanto antes que se aposente ele precisa prestar alguns favores a Jimmy Price (Kenneth Cranham), um chefão do crime. Um deles é que encontre a filha viciada de Eddie Temple (Michael Gambon), um perigoso bandido. O outro é que negocie com Duke (Jamie Foreman), um violento trapaceiro que está de posse de um carregamento de ecstasy, de forma a conseguir um comprador para a droga. Acreditando que os favores são o último empecilho para sua aposentadoria, ele descobre que ambos não são tão fáceis assim de serem realizados."
"1","3","10","Lara Croft (Angelina Jolie) é filha de Lord Henshingly Croft (Jon Voight), um célebre arqueólogo que desapareceu em 15 de maio de 1985. Lara trabalha como fotojornalista e foi criada na aristocracia britânica, até que um dia ouve o som de um relógio na sua mansão e o localiza em um compartimento secreto. Na verdade este relógio é 'O Olho Que Tudo Vê', que começou a funcionar sozinho na primeira fase do alinhamento dos planetas, algo que só acontece a cada cinco mil anos. Este 'relógio' anda regressivamente e é a chave para se encontrar os dois pedaços do 'Triângulo da Luz', que em virtude do seu imenso poder foram escondidos em partes bem distintas do mundo (uma parte está no Camboja e a outra está na Islândia). Se estes dois pedaços se unirem na hora do realinhamento, dará ao seu dono poder para controlar ou destruir o planeta e um grupo chamado de 'Illuminati' quer ter este poder, custe o que custar. Manfred Powell (Iain Glen) é o principal interessado, assim Lara decide enfrentar esta sociedade secreta."
"7","0","0","Mississippi, verão de 1970. Stu (Elijah Wood) e Lidia Simmons (Lexi Randall) decidem erguer uma fantástica casa na árvore, um lugar repleto de fantasia, com a ajuda de seus amigos. Enquanto os meninos constroem a casa na árvore, seu pai, Stephen (Kevin Costner), recém chegado da guerra do Vietnã, tem a esperança, igualmente forte, de reconstruir sua vida e realizar os sonhos de sua família."
"6","0","0","Patriarca (Henning Moritzen) de família dinamarquesa comemora seus 60 anos em grande estilo, reunindo a família em um hotel de luxo. Mas uma revelação feita por seu filho pode estragar a festa."
"13","7","0","Em meio aos anos 40, Ed Crane (Billy Bob Thornton) é um barbeiro infeliz, que vive com sua esposa Doris (Frances McDormand). Ao descobrir que ela o está traindo, Ed passa então a planejar uma trama de chantagem contra ela, a fim de ensinar-lhe uma lição. Mas quando seu plano vai por água abaixo uma série de consequências desagradáveis ocorrem, incluindo vários assassinatos."
"8","0","0","Atendendo a um anúncio de jornal, 83 mulheres contaram sua história de vida em um estúdio. 23 delas foram selecionadas, em junho de 2006, e filmadas no Teatro Glauce Rocha. Em setembro do mesmo ano várias atrizes interpretaram, a seu modo, as histórias contadas por estas mulheres, borrando as tênues linhas que separam a realidade da ficção."
"5","14","11","Em 1939, um piloto de testes (Mel Gibson) fica fora de si quando a mulher com quem pretendia se casar é atropelada e fica em coma irreversível. Assim, ele concorda em ser voluntário de um experimento criogênico que o deixará por um ano em estado de animação suspensa, mas o projeto é esquecido e ele também. Cinqüenta anos depois, ele é acordado acidentalmente por um garoto (Elijah Wood) e, após o impacto inicial, vai morar na casa do garoto que, junto com sua mãe (Jamie Lee Curtis), tenta ajudá-lo de todas as formas possíveis nesta singular situação."
"6","0","0","Halley (Zendaya) e Avalon (Bella Thorne) são melhores amigas desde a infância, assim como Jake (Nick Robinson) e seu eterno companheiro canino Murray, enquanto Savannah (Mary Mouser) e Emma (Mary Mouser) acabaram de se conhecer mas já criaram uma bonita amizade. Só que todas essas duplas vão passar de amigos inseparáveis a inimigos, quando um novo obstáculo surge no caminho: seja o emprego em um blog de moda, uma nova garota que fica entre o garoto e seu cachorro, ou o fato de uma querer a vida da outra para si."
"3","7","9","Dois filhotes gêmeos de tigre nasceram em meio às ruínas de um templo, que ficam em uma floresta pouco explorada. Eles possuem personalidades distintas, enquanto um é tímido e gentil o outro é corajoso e feroz. Logo os irmãos são separados, com o mais feroz sendo vendido a um circo e o mais calmo se tornando o melhor amigo de um garoto, de quem se torna um bicho de estimação. Um acidente faz com que a família do garoto decida por se livrar do tigre, doando-o a um homem que deseja treiná-lo para a briga. Após se tornarem adultos os irmãos se reencontram, quando são colocados para lutar um contra o outro."
"7","1","0","O jovem JR (Brenton Thwaites) se envolve em um pequeno crime e é preso. Na cadeia, ele conhece um mundo sem leis, onde cada um cuida apenas de si mesmo. Aos poucos, JR aproxima-de de Brendan Lynch (Ewan McGregor), um dos mais famosos criminosos do local, que se torna o seu mentor e protetor. Mas em troca desta proteção, JR deve aceitar trabalhar para a gangue de Brendan quando estiver livre."
"8","0","0","Após conquistar a Taça Libertadores da América de 2005, o São Paulo Futebol Clube viaja ao Japão para disputar o Mundial de Clubes. A estreia na competição é contra o pouco conhecido Al-Ittihad, base da seleção da Arábia Saudita. Após a vitória por 3 x 2, o São Paulo vai à final contra o poderoso Liverpool, que não levava gol há 11 partidas. O documentário acompanha a trajetória do São Paulo na competição e conta com depoimentos de jogadores, dirigentes e torcedores."
"2","5","9","Os irmãos Alvin, Simon e Theodore partem em uma viagem de cruzeiro juntamente com Dave (Jason Lee) e as esquiletes, formadas por Eleanor, Jeanette e Brittany. Durante a viagem Alvin quer se divertir, enquanto que Dave tenta ter algum controle sobre os esquilos. Numa de suas brincadeiras Alvin acaba em uma asa delta, que o leva, juntamente com os irmãos e as esquiletes, para uma ilha. Dave parte atrás deles usando outra asa delta e acaba carregando consigo Ian (David Cross), o ex-empresário dos esquilos que agora trabalha vestindo a roupa de um pelicano, para entreter os passageiros do cruzeiro."
"8","0","0","Início da década de 60. Um líder camponês, João Pedro Teixeira, é assassinado por ordem dos latifundiários do Nordeste. As filmagens de sua vida, interpretada pelos própios camponeses, foram interrompidas pelo golpe militar de 1964. Dezessete anos depois, o diretor retoma o projeto e procura a viúva Elizabeth Teixeira e seus dez filhos, espalhados pela onda de repressão que seguiu ao episódio do assassinato. O tema principal do filme passa a ser a trajetória de cada um dos personagens que, por meio de lembranças e imagens do passado, evocam o drama de uma família de camponeses durante os longos anos do regime militar."
"13","7","0","Jonathan McQuarry (Ewan McGregor) é um auditor corporativo, que trabalha em meio à elite do poder em Nova York. Um dia ele encontra por acaso com Wyatt Bose (Hugh Jackman), um carismático advogado que o introduz em um núcleo que apenas existe para os privilegiados da cidade. Nele os homens vestem ternos de US$ 4 mil e estão sempre rodeados por mulheres maravilhosas, todas disponíveis. Jonathan é então apresentado à 'lista', um clube do sexo onde um telefonema e a frase 'você está livre hoje?' podem levá-lo a uma noite de satisfação sexual. Porém ele se envolve com a sensual e misteriosa S (Michelle Williams), que o leva a um universo de traição e assassinato."
"0","0","0","Em uma região próxima a fronteira com o Canadá, os irmãos Addison (Eric Bana) e Liza (Olivia Wilde) sofrem um acidente durante a fuga de um assalto cometido por eles. Para despistar a polícia, decidem se separar momentaneamente e seguem caminhos distintos. Enquanto isso, o jovem Jay (Charlie Hunnam) acaba de sair da prisão com a intenção de encontrar a mãe (Sissy Spacek) e o pai (Kris Kristofferson) durante o feriado de Ação de Graças. Mas ele acaba conhecendo Liza no meio do caminho e sem saber do passado dela, se deixa seduzir por sua beleza. Só que o tal irmão da garota vinha deixando um rastro de sangue por onde passava e seus destinos podem se cruzar a qualquer momento."
"6","14","0","Charlie Bartlett (Anton Yelchin) é um jovem de classe alta que, após ser expulso de várias escolas particulares, é enviado por sua mãe, Marilyn (Hope Davis), para uma escola pública. De início ele não se integra aos demais alunos, o que muda quando visita o psicólogo do colégio. A partir de então Charlie passa a negociar prescrições médicas com seus colegas."
"0","0","0","John T. Chance (John Wayne) é o xerife de uma cidade pequena que tenta manter um preso dentro da cadeia, com a ajuda de dois companheiros, um bêbado e um idoso aleijado. O problema é que o preso é irmão de um poderoso rancheiro, que vai fazer de tudo para ajudar o irmão, inclusive matar quem estiver em seu caminho. É depois de uma morte que o xerife vai aceitar ajuda das pessoas que se ofereceram para lutar contra o pistoleiro da região."
"5","2","0","Alvin, Simon e Theodore são três esquilos especiais, que decidem morar na casa de Dave Seville (Jason Lee), um compositor em busca do sucesso. Logo eles percebem que, para que Dave permita que eles morem em sua casa, o trio precisará demonstrar que tem talento. Assim Alvin, Simon e Theodore mostram que sabem cantar, tornando-se um grande sucesso. Isto faz com que Dave torne-se não apenas seu compositor, mas também um verdadeiro pai. Só que o estrelato sobe à cabeça do trio, gerando problemas no relacionamento deles com Dave."
"8","0","0","Causadas pela própria humanidade, enchentes, furacões e uma série de tragédias assolam o planeta cotidianamente. O documentário mostra como a Terra chegou nesse ponto: de que forma o ecossistema tem sido destruído e, principalmente, o que é possível fazer para reverter este quadro. Entrevistas com mais de 50 renomados cientistas, pensadores e líderes ajudam a esclarecer estas importantes questões e a indicar as alternativas ainda possíveis."
"7","0","0","Sete amigos recém-formados se deparam com a amarga realidade do mundo real, tendo que conviver com a insegurança profissional e emocional nesta nova fase da vida. Este novo momento pode pôr em risco a amizade existente entre eles, a qual acreditavam que seria eterna."
"6","9","0","A mãe de Susan, seis anos, contou a ela vários anos atrás sobre o Papai Noel, mas Susan duvida que ele realmente exista. Em uma loja de departamentos, Susan (Mara Wilson) encontra o Papai Noel e fica realmente convencida que ele é real, dando a ela algo em que acreditar, que os sonhos se tornam reais quando você realmente acredita."
"2","1","0","Desenho animado no qual Bruce Wayne, o Homem-Morcego, combate o Fantasma, um novo bandido que mata um grande criminoso e faz parecer que o herói encapuçado cometeu o crime, fazendo com que Gotham City se volte contra ele. Além disso, Batman ainda precisa se preocupar em defender a cidade do Coringa, um vilão extremamente perigoso."
"5","0","0","Aos 40 anos de idade, o casal Diego (Adrián Suar) e Emilia (Julieta Díaz) está bem estabelecido, com sucesso no trabalho e com um filho de 14 anos. Eles conhecem Richard (Juan Minujín) e Betina (Carla Peterson) desde crianças, mas este outro casal tem um estilo de vida muito diferente, preferindo a diversão. Um dia, Richard e Betina confessam a Diego e Emilia que praticam a troca de casais, e confessam que gostariam de experimentar o swing com eles. A proposta alimenta as fantasias eróticas de Emilia, mas não será fácil convencer Diego a entrar no jogo."
"14","7","0","Nova York, Estados Unidos. Connor Ludlow (James McAvoy) e Eleanor Rigby (Jessica Chastain) são casados, mas a incurável dor de um trágico acontecimento a faz deixar repentinamente o marido e a vida que levava até então. Enquanto ela tenta recomeçar e busca novos interesses, ele tenta reencontrar o amor desaparecido e entender o que de fato aconteceu."
